DATE,TIME,O,H,L,C,V
2024.01.10,11:46:00,1.09314,1.0932,1.09308,1.09318,34
2024.01.10,11:46:30,1.0931,1.09312,1.093,1.09302,43
2024.01.10,11:47:00,1.09302,1.09323,1.09302,1.09318,34
2024.01.10,11:47:30,1.09318,1.09328,1.09318,1.09328,41
2024.01.10,11:48:00,1.09328,1.09328,1.09312,1.09322,39
2024.01.10,11:48:30,1.09319,1.09334,1.09318,1.09332,36
2024.01.10,11:49:00,1.09332,1.09338,1.09328,1.09338,42
2024.01.10,11:49:30,1.09336,1.09346,1.09327,1.09341,68
2024.01.10,11:50:00,1.09341,1.09364,1.09336,1.09364,65
2024.01.10,11:50:30,1.09365,1.09374,1.09355,1.0936,71
2024.01.10,11:51:00,1.0936,1.09364,1.09353,1.09359,49
2024.01.10,11:51:30,1.09359,1.09374,1.09359,1.0937,53
2024.01.10,11:52:00,1.0937,1.0938,1.0937,1.09375,42
2024.01.10,11:52:30,1.09369,1.09385,1.09368,1.09383,39
2024.01.10,11:53:00,1.09383,1.09404,1.0938,1.09395,76
2024.01.10,11:53:30,1.09396,1.09396,1.09387,1.09394,36
2024.01.10,11:54:00,1.09394,1.09401,1.09392,1.09392,55
2024.01.10,11:54:30,1.09393,1.09395,1.09388,1.0939,27
2024.01.10,11:55:00,1.0939,1.09398,1.09383,1.09388,52
2024.01.10,11:55:30,1.09388,1.09398,1.09373,1.09373,44
2024.01.10,11:56:00,1.09373,1.09383,1.09366,1.0938,35
2024.01.10,11:56:30,1.09381,1.09382,1.09376,1.09378,22
2024.01.10,11:57:00,1.09378,1.09388,1.09378,1.09386,49
2024.01.10,11:57:30,1.09384,1.0939,1.09384,1.09388,29
2024.01.10,11:58:00,1.09388,1.09416,1.09388,1.09414,70
2024.01.10,11:58:30,1.09421,1.09422,1.09414,1.09414,26
2024.01.10,11:59:00,1.09414,1.09414,1.094,1.09406,46
2024.01.10,11:59:30,1.09404,1.09412,1.09403,1.0941,43
2024.01.10,12:00:00,1.0941,1.0941,1.09383,1.09389,30
2024.01.10,12:00:30,1.09387,1.0939,1.0938,1.09387,68
2024.01.10,12:01:00,1.09387,1.09402,1.09386,1.0939,76
2024.01.10,12:01:30,1.09388,1.09393,1.09378,1.09388,55
2024.01.10,12:02:00,1.09388,1.09399,1.09388,1.09392,43
2024.01.10,12:02:30,1.09393,1.09393,1.0938,1.09388,49
2024.01.10,12:03:00,1.09388,1.09388,1.0938,1.09382,23
2024.01.10,12:03:30,1.09383,1.09384,1.09371,1.09374,36
2024.01.10,12:04:00,1.09374,1.0938,1.09372,1.09375,37
2024.01.10,12:04:30,1.09372,1.0938,1.09372,1.09372,34
2024.01.10,12:05:00,1.09372,1.09376,1.09366,1.0937,19
2024.01.10,12:05:30,1.0937,1.09375,1.0937,1.09374,16
2024.01.10,12:06:00,1.09374,1.09386,1.09374,1.09384,26
2024.01.10,12:06:30,1.09386,1.09386,1.0938,1.09384,26
2024.01.10,12:07:00,1.09384,1.09386,1.09382,1.09384,18
2024.01.10,12:07:30,1.09379,1.09386,1.09378,1.09378,54
2024.01.10,12:08:00,1.09378,1.09381,1.09368,1.09376,42
2024.01.10,12:08:30,1.09378,1.09383,1.09372,1.09376,18
2024.01.10,12:09:00,1.09376,1.09383,1.09369,1.09372,35
2024.01.10,12:09:30,1.09376,1.09393,1.09373,1.09393,32
2024.01.10,12:10:00,1.09393,1.09396,1.09378,1.09378,34
2024.01.10,12:10:30,1.09382,1.09385,1.0938,1.0938,28
2024.01.10,12:11:00,1.0938,1.09396,1.0938,1.09393,29
2024.01.10,12:11:30,1.09392,1.09396,1.0938,1.09396,47
2024.01.10,12:12:00,1.09396,1.09398,1.09381,1.09381,23
2024.01.10,12:12:30,1.09385,1.09385,1.0937,1.09376,25
2024.01.10,12:13:00,1.09376,1.09383,1.09376,1.09382,37
2024.01.10,12:13:30,1.09387,1.09392,1.09383,1.09392,31
2024.01.10,12:14:00,1.09392,1.09396,1.09387,1.09394,33
2024.01.10,12:14:30,1.09395,1.09398,1.09389,1.09389,17
2024.01.10,12:15:00,1.09389,1.09393,1.09386,1.09387,24
2024.01.10,12:15:30,1.09382,1.09407,1.0938,1.09398,60
2024.01.10,12:16:00,1.09398,1.09417,1.09398,1.09417,54
2024.01.10,12:16:30,1.09416,1.09424,1.0941,1.09411,53
2024.01.10,12:17:00,1.09411,1.09426,1.0941,1.09423,59
2024.01.10,12:17:30,1.0942,1.0942,1.09416,1.09416,27
2024.01.10,12:18:00,1.09416,1.09424,1.0941,1.0941,48
2024.01.10,12:18:30,1.09406,1.09418,1.09406,1.09408,49
2024.01.10,12:19:00,1.09408,1.0942,1.09408,1.09418,38
2024.01.10,12:19:30,1.09418,1.09418,1.09409,1.0941,29
2024.01.10,12:20:00,1.0941,1.09414,1.094,1.09401,41
2024.01.10,12:20:30,1.09401,1.09403,1.09396,1.09397,36
2024.01.10,12:21:00,1.09397,1.094,1.09386,1.09393,59
2024.01.10,12:21:30,1.09394,1.09397,1.09392,1.09394,44
2024.01.10,12:22:00,1.09394,1.09397,1.09386,1.09396,37
2024.01.10,12:22:30,1.09398,1.09404,1.09393,1.09397,41
2024.01.10,12:23:00,1.09397,1.09402,1.09393,1.09398,27
2024.01.10,12:23:30,1.09396,1.09396,1.0939,1.09394,13
2024.01.10,12:24:00,1.09394,1.0941,1.09394,1.09405,42
2024.01.10,12:24:30,1.09404,1.09406,1.094,1.09401,31
2024.01.10,12:25:00,1.09401,1.0942,1.094,1.09416,30
